"boat","fishing_trip_id","departure_date","wind_direction","wind_speed_m_s1","departure_time","return_time","trossa_id","with_leb","net_in_trossa","net_mesh_size_inches","net_height_meshes","net_length_meters","latitude_dms","longitude_dms","soaking_nights","min_depth_fathoms","max_depth_fathoms","lumpfish_per_trossa","birds_per_trossa","black_guillemot","european_shag","great_cormorant","common_eider","common_murre","long.tailed_duck","northern_fulmar","red.throated_loon","atlantic_puffin","harbour_seal","grey_seal","harp_seal","white_beaked_dolphin","bottlenose_dolphin","harbour_porpoise","biopol_onboard","comments","lumpfish_per_day","birds_per_day","mammals_per_day","cumulative_lumpfish","cumulative_birds","cumulative_mammals","date"
"Bara",83,"2022.05.17","north_east","3-8","05:43","10:30","16","",8,10.5,14,38,"65d43m30s","21d22m60s",2,4,6,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",553,4,0,10910,40,1,2022-05-17
"Bara",83,"2022.05.17","north_east","3-8","05:43","10:30","5","",8,10.5,18,38,"65d42m70s","21d23m20s",2,4,5,77,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"","",553,4,0,10910,40,1,2022-05-17
"Bara",84,"2022.05.18","north","3-8","06:38","11:35","13","",8,10.5,20,38,"65d43m40s","21d18m40s",2,5,9,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",897,1,0,11807,41,1,2022-05-18
"Bara",84,"2022.05.18","north","3-8","06:38","11:35","8","",8,10.5,18,38,"65d43m50s","21d18m40s",2,5,6,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",897,1,0,11807,41,1,2022-05-18
"Bara",84,"2022.05.18","north","3-8","06:38","11:35","12","",8,10.5,14,38,"65d43m30s","21d20m00s",2,4,8,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",897,1,0,11807,41,1,2022-05-18
"Bara",84,"2022.05.18","north","3-8","06:38","11:35","15","",8,10.5,18,38,"65d43m30s","21d18m40s",2,4,6,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",897,1,0,11807,41,1,2022-05-18
"Bara",84,"2022.05.18","north","3-8","06:38","11:35","10","",8,10.5,18,38,"65d43m30s","21d20m20s",2,5,8,66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","",897,1,0,11807,41,1,2022-05-18
"Bara",84,"2022.05.18","north","3-8","06:38","11:35","11","",8,10.5,14,38,"65d43m40s","21d20m10s",2,5,8,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",897,1,0,11807,41,1,2022-05-18
"Bara",84,"2022.05.18","north","3-8","06:38","11:35","9","",8,10.5,14,38,"65d43m30s","21d18m40s",2,4,6,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",897,1,0,11807,41,1,2022-05-18
"Bara",84,"2022.05.18","north","3-8","06:38","11:35","3","",9,10.5,20,38,"65d42m00s","21d24m60s",2,7,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",897,1,0,11807,41,1,2022-05-18
"Bara",84,"2022.05.18","north","3-8","06:38","11:35","6","",11,10.5,18,38,"65d42m80s","21d22m00s",2,7,9,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",897,1,0,11807,41,1,2022-05-18
"Bara",84,"2022.05.18","north","3-8","06:38","11:35","1","LEB",8,10.5,14,38,"65d40m60s","21d22m90s",2,8,9,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",897,1,0,11807,41,1,2022-05-18
"Bara",84,"2022.05.18","north","3-8","06:38","11:35","2","",8,10.5,14,38,"65d41m40s","21d23m10s",2,8,10,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",897,1,0,11807,41,1,2022-05-18
"Bara",84,"2022.05.18","north","3-8","06:38","11:35","21","",7,10.5,14,38,"65d42m00s","21d24m60s",2,7,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",897,1,0,11807,41,1,2022-05-18
